country,channel,code
se,MTV,MTV.se
se,VH1 Classic,VH1Classic.se
se,Zone Reality,ZoneReality.se
se,Nicktoons,Nicktoons.se
se,SVTB,SVTB.se
se,Viasat Explorer,ViasatExplorer.se
se,TV4 Film,TV4Film.se
se,TV4 Guld,TV4Guld.se
se,TV3 Norge,TV3Norge.se
se,Eurosport,Eurosport.se
se,Nick Jr,NickJr.se
se,YLE TV2,YLETV2.se
se,TV8,TV8.se
se,TV Polonia,TVPolonia.se
se,Fashion TV,FashionTV.se
se,Viasat Film Action,ViasatFilmAction.se
se,Axess TV,AxessTV.se
se,DR2,DR2.se
se,C More Live 4,CMoreLive4.se
se,TV4 Fakta,TV4Fakta.se
se,C More Hits,CMoreHits.se
se,TV12,TV12.se
se,Cartoon Network,CartoonNetwork.se
se,Viasat Sport,ViasatSport.se
se,Viasat History,ViasatHistory.se
se,VH-1,VH1.se
se,Nat Geo Wild HD,NatGeoWild.se
se,Viasat Series,ViasatSeries.se
se,TV3+,TV3Plus.se
se,TV5,TV5.se
se,C More First HD,CMoreFirstHD.se
se,Viasat Nature,ViasatNature.se
se,Disney XD,DisneyXD.se
se,SVT2,SVT2.se
se,SVT1,SVT1.se
sk,TV2,TV2.sk
sk,JOJ PLUS,JOJPlus.sk
sk,JOJ Family,JOJFamily.sk
sk,TA3 Day,TA3day.sk
sk,Markíza,Markiza.sk
sk,PRIMA PLUS,PrimaPlus.sk
sk,Doma,TVDoma.sk
sk,Jednotka,Jednotka.sk
sk,Markiza Int,MarkizaInt.sk
sk,TV 8,TV8.sk
sk,Dvojka,Dvojka.sk
sk,Wau,Wau.sk
sk,TA3 Day,TA3.sk
sk,Dajto,Dajto.sk
sk,Markíza +1,MarkizaPlus1.sk
sk,JOJ,JOJ.sk
sk,JOJ +1,JOJplus1.sk
sp,Fox Life,FoxLife.sp
sp,TPA8,TPA8.es
sp,Panda,Panda.es
sp,El Garage,ElGarage.es
sp,Decasa,Decasa.sp
sp,TEN,TEN.es
sp,Caracol TV,Caracol.es
sp,Canal+ DCine,CanalPlusDCine.sp
sp,Barça TV,BarcaTV.es
sp,National Geographic Wild HD,NatGeoWild.sp
sp,Movistar Disney,MovistarDisney.es
sp,Nat Geo HD,NatGeoHD.sp
sp,Fight Sports,FightSports.es
sp,Real Madrid TV,RealMadridTV.sp
sp,Sol Música,SolMusica.sp
sp,C+ Series,CanalPlusSeries.sp
sp,Be Mad,BeMadTV.es
sp,C+ Estrenos,CanalPlusEstrenos.sp
sp,7 Región de Murcia,7tv.es
sp,Nick Junior,NickJunior.sp
sp,Calle 13,Calle13.sp
sp,Factoría de Ficción,FDF.sp
sp,TPA,TPA7.es
sp,Paramount Channel,Paramount.es
sp,Odisea,Odisea.sp
sp,8tv,8tv.es
sp,La Otra,LaOtra.es
sp,Canal+ Deportes HD,CanalPlusDeportes.es
sp,Canal+ Golf,Golf.sp
sp,Fútbol Replay,FutbolReplay.es
sp,Super3-33,Super3.es
sp,Discovery Channel,DiscoveryChannel.sp
sp,Canal+ Acción HD,CanalPlusAccion.es
sp,Caza Y Pesca,CazayPesca.es
sp,C+ Series Xtra,CanalPlusSeriesXtra.sp
sp,My Zen TV,MyZen.es
sp,Buzz,Buzz.es
sp,Classica,Classica.es
sp,Discovery,DiscoveryIberia.es
sp,MTV,MTVEsp.sp
sp,BeIN LaLiga MAX 1,BeINLaLigaMAX1.es
sp,Mega,Mega.es
sp,ETB3,ETB3.es
sp,Nuestra Tele,NuestraTele.es
sp,Somos,Somos.sp
sp,tvG2,tvG2.es
sp,Hispan TV,HispanTV.es
sp,C+ Toros,CanalPlusToros.es
sp,El Trece Internacional,ElTreceInt.es
sp,Iberalia TV,IberaliaTV.es
sp,Intereconomía,Intereconomia.sp
sp,Nickelodeon,Nickelodeon.sp
sp,Neox,Neox.sp
sp,Cosmopolitan HD,CosmopolitanHD.es
sp,Sundance,Sundance.es
sp,CANAL VASCO,ETBsatVasco.es
sp,Antena 3,Antena3.sp
sp,Telesur,Telesur.es
sp,Canal Parlamento,CanalParlamento.es
sp,XTRM,XTRM.es
sp,IB3,IB3.es
sp,MTV Live HD,MTVLiveHD.es
sp,Info Fútbol,InfoFutbol.es
sp,National Geographic,NationalGeographic.sp
sp,BeIN LaLiga,BeINLaLiga.es
sp,A and E,AandE.es
sp,Extremadura TV SAT,ExtremaduraSAT.es
sp,La Sexta,LaSexta.sp
sp,ETB 2,ETB2.es
sp,Crimen + Investigación,CrimeAndInvestigation.es
sp,Aragón Televisión,AragonTV.es
sp,Canal Sur Andalucía,CanalSurAndalucia.es
sp,Hollywood,Hollywood.sp
sp,Baby TV,BabyTV.sp
sp,VH1,VH1.sp
sp,Fox,Fox.sp
sp,Divinity,Divinity.es
sp,Castilla-La Mancha Media,CMM.es
sp,DMAX,DMAX.es
sp,Disney Jr,DisneyJr.sp
sp,Mezzo Live HD [HD],MezzoLiveHD.sp
sp,VE PLUS TV,VePlusTV.es
sp,#0,Hashtag0.es
sp,Canal+ Futbol HD,CanalPlusFutbol.es
sp,TV Chile,TVChile.es
sp,8 Madrid TV,8Madrid.sp
sp,TCM,TCM.sp
sp,#Vamos,Vamos.es
sp,Mezzo,Mezzo.sp
sp,Syfy,Scifi.sp
sp,LaLiga 123 Multi4,LaLiga123Multi4.es
sp,TV Galicia,TVGalicia.es
sp,Atreseries,A3seriesHD.es
sp,TVE 1,LA1.es
sp,Comedy Central,ComedyCentral.sp
sp,Movistar Fórmula1,MovistarFormula1.es
sp,TV Canaria,TvCanaria.sp
sp,BeIN LaLiga MAX 4,BeINLaLigaMAX4.es
sp,Aragón TV Int,AragonTVsat.es
sp,CGTN Español,CGTN.es
sp,ETB 1,etb1.sp
sp,3/24,324.es
sp,Nova,Nova.sp
sp,BeIN LaLiga MAX 3,BeINLaLigaMAX3.es
sp,BeIN LaLiga MAX 2,BeINLaLigaMAX2.es
sp,LaLiga TV,LaLiga.es
sp,DKISS,DKISS.es
sp,Az Corazón,AzCorazon.es
sp,AXN White,AXNWhite.es
sp,Canal Extremadura TV,CanalExtremadura.es
sp,Canal Cocina,Cocina.sp
sp,GOL,GOL.es
sp,Eurosport 2,Eurosport2.es
sp,Canal+ Xtra,CanalPlusXtra.sp
sp,Telecinco,Telecinco.sp
sp,LA 2,LA2.es
sp,Boing,Boing.sp
sp,Energy,Energy.es
sp,Teledeporte,Teledeporte.sp
sp,D Cine Español,DCineEsp.sp
sp,Telemadrid,Telemadrid.es
sp,LaLiga 123 Multi2,LaLiga123Multi2.es
sp,Disney Channel,DisneyChannel.sp
sp,LaLiga 123 Multi3,LaLiga123Multi3.es
sp,Sevilla FC TV,SFCTV.es
sp,CyL 7,CyL7.es
sp,Clan TVE,ClanTVE.sp
sp,Trece,Trece.es
sp,Canal+ Comedia HD,CanalPlusComedia.es
sp,Movistar Partidazo,MovistarPartidazo.es
sp,ETB 4,ETB4.es
sp,Eurosport HD,EurosportHD.sp
sp,Canal Orbe 21,CanalOrbe21.es
sp,M. Liga de Campeones,MLigaCampeones.es
sp,Cubavisión Internacional,Cubavision.sp
sp,Betis TV,BetisTV.es
sp,Eurosport 1,Eurosport1.es
sp,TV3 Cat,TV3cat.sp
sp,TVG,TVG.es
sp,Cazavisión,Cazavision.es
sp,CyL 8,CyL8.es
sp,Disney XD,DisneyXD.sp
sp,TV Record,TVRecord.sp
sp,Andalucía TV,AndaluciaTVsat.sp
sp,Dark,Dark.es
sp,TNT,TNT.sp
sp,Fashion Television,FashionTV.es
sp,LaLiga 123 TV,LaLiga123.es
sp,Extreme Sports Channel,ExtremeSports.es
sp,AMC,AMC.es
sp,À Punt,Apunt.es
sp,Canal Sur,CanalSur1.es
sp,Esport 3,Esport3.es
sp,AXN HD,AXNhd.sp
sp,Cuatro,Cuatro.sp
sp,Historia,Historia.sp
sp,LaLiga 123 Multi1,LaLiga123Multi1.es
sp,Viajar,Viajar.es
sp,TV3,TV3.es
svn,Motors TV,MotorsTV.svn
svn,BK TV,BKTV.svn
svn,Gold TV,GoldTV.svn
svn,3SAT,3SAT.svn
svn,Nautical Channel,Nautical.svn
svn,Nickelodeon,Nickelodeon.svn
svn,Gea TV,GeaTV.svn
svn,Kanal A,KanalA.svn
svn,SciFi Universal,SciFi.svn
svn,TV3 Medias,TV3.svn
svn,RTL Hrvatska,RTLtelevizija.svn
svn,TV Koper Capodistria,TVKoper.svn
svn,TV 1000,TV1000.svn
svn,Grand TV,Grand.svn
svn,Hustler HD,HustlerHD.svn
svn,TV Veseljak,TVVeseljak.svn
svn,Telma TV,TelmaTV.svn
svn,Cinestar TV,CineStarTVv2.svn
svn,National Geographic HD,NGCHD.svn
svn,Cinestar Premiere 2,CinestarPremiere2.svn
svn,Canale 5,Canale5.svn
svn,Planet TV +1,PlanetTVplus1.svn
svn,Fine Living,FLN.svn
svn,TV Atlas,TVAtlas.svn
svn,Klasik TV,KlasikTV.svn
svn,BBC Earth,BBCEarth.svn
svn,Diva,Diva.svn
svn,TV SLO 2,Slo2.svn
svn,CMC,CMC.svn
svn,Lov i ribolov,LoviRibolov.svn
svn,Kabel 1,Kabel1.svn
svn,TLC,TLC.svn
svn,Vaš Kanal,VASKanal.svn
svn,BHT 1,BHT1.svn
svn,Motorvision,Motorvision.svn
svn,S-TV Skledar,S-TVSkledar.svn
svn,Eurosport 2,Eurosport2.svn
svn,Cinemax 1,Cinemax1.svn
svn,Pro 7,Pro7.svn
svn,MTV,MTV.svn
svn,Jabuka TV,JabukaTV.svn
svn,Grand TV 2,Grand2.svn
svn,MRT 2,MRT2.svn
svn,Arena TV,ArenaTV.svn
svn,EPIC Drama HD,EPICDramaHD.svn
svn,Planet TV,PlanetTV.svn
svn,MrezaZG,MrezaZG.svn
svn,Comedy Central,ComedyCentral.svn
svn,TVE,TVE.svn
svn,TV SLO 3,Slo3.svn
svn,Nova TV,NovaTVhr.svn
svn,Sportklub 1,Sportklub1.svn
svn,TV Sarajevo,TVSarajevo.svn
svn,BN TV,BNTV.svn
svn,TV As,TVAs.svn
svn,CBS Reality,CBSreality.svn
svn,TV3 Medias,TV3Medias.svn
svn,VTV Velenje,VTVVelenje.svn
svn,RAI 2,RAI2.svn
svn,AMC,AMC.svn
svn,MTV Dance,MTVDance.svn
svn,Alsat Macedonia,AlsatMacedonia.svn
svn,Tele M,TeleM.svn
svn,Nick JR,NickJr.svn
svn,Fight Channel,FightChannel.svn
svn,SAT 1,SAT1.svn
svn,Golf Klub,Golfklub.svn
svn,Top TV,TopTV.svn
svn,Planet PLUS HD,PlanetPLUS.svn
svn,RTRS,RTRS.svn
svn,OK Bambino,OKBambino.svn
svn,TV Petelin,TVPetelin.svn
svn,FIGHT CHANNEL WORLD HD,FightChannelWorld.svn
svn,DTX,DTXHD.svn
svn,CINEMAX 2,Cinemax2.svn
svn,RAI 3,RAI3.svn
svn,ORF 1,ORF1.svn
svn,Discovery Investigation,DiscoveryInvestigation.svn
svn,OBN Bosna,OBN.svn
svn,Dr. Fit,DrFit.svn
svn,Disney Channel,DisneyChannel.svn
svn,FOX Life,FOXLife.svn
svn,Discovery HD,DiscoveryHD.svn
svn,FOX Crime,FOXCrime.svn
svn,TV8,TV8.svn
svn,RTL 2,RTL2NEMCIJA.svn
svn,Vikom,Vikom.svn
svn,RTL 2 Hrvatska,RTL2televizija.svn
svn,POP KINO,POPKino.svn
svn,RAI 1,RAI1.svn
svn,RTL Kockica,RTLKockica.svn
svn,E!,E.svn
svn,TV 1,TV1.svn
svn,Duna TV,DunaTV.svn
svn,VH1,VH1.svn
svn,Servus TV,ServusTVHD.svn
svn,Pink Music,PinkMusic.svn
svn,KCN Music,KCNMusic.svn
svn,Pink Folk,PinkFolk.svn
svn,Ptujska TV,PtujskaTV.svn
svn,Prva Srbska TV,PrvaTVsr.svn
svn,Pink 2,Pink2.svn
svn,Animal Planet HD,AnimalPlanet.svn
svn,France 24,France24.svn
svn,Woman,Woman.svn
svn,MTV Live,MTVLive.svn
svn,TV Maribor,TVmaribor.svn
svn,AXN,AXN.svn
svn,Dorcel HD,DorcelTV.svn
svn,Outdoor Channel,Outdoor.svn
svn,VOX,VOX.svn
svn,Cartoon Network,CartoonNetwork.svn
svn,Nova TV 24,NovaTV24.svn
svn,Pink Movies,PinkMovies.svn
svn,Wild TV HD,WildTV.svn
svn,Mezzo,Mezzo.svn
svn,Pink Family,PinkFamily.svn
svn,Extreme,Extreme.svn
svn,HBO,HBO.svn
svn,Crime Investigation,CI.svn
svn,Pink Kids,PinkKids.svn
svn,Viasat Explorer,ViasatExplorer.svn
svn,NET TV,NETtv.svn
svn,HBO HD,HBOhd.svn
svn,TV Duga Novi Sad,TVDuga.svn
svn,Happy TV,HappyTV.svn
svn,TV Celje,TVCelje.svn
svn,NTV IC Kakanj,NTVICKakanj.svn
svn,Kanal 5,Kanal5.svn
svn,HBO 2,HBO2.svn
svn,AXN Spin,AXNSpin.svn
svn,Sip TV,SipTV.svn
svn,Šport TV 2,SportTV2.svn
svn,Da Vinci Learning,DaVinciLearning.svn
svn,Narodna TV,NarodnaTV.svn
svn,Viasat History,ViasatHistory.svn
svn,FOX,FOX.svn
svn,TV Istra,TVIstra.svn
svn,Hayat BIH,HayatTV.svn
svn,Planet 2 HD,Planet2.svn
svn,O2 TV,O2.svn
svn,Pink World,PinkWorld.svn
svn,MRT 1,MRT1.svn
svn,Cinestar Premiere 1,CinestarPremiere1.svn
svn,POP BRIO,POPBrio.svn
svn,Ginx,Ginx.svn
svn,Italia 1,Italia1.svn
svn,Cinestar Action Thriller,CineStarTVATv2.svn
svn,Pink Film,PinkFilm.svn
svn,Channel One Russia,ChannelOneRussia.svn
svn,EWTN,EWTN.svn
svn,Sportklub 2,Sportklub2.svn
svn,Sportklub 6,Sportklub6.svn
svn,FOOD TV HD,FoodTVHD.svn
svn,Hrt 1,HRT1.svn
svn,Pop TV,PopTV.svn
svn,Trace Urban,TraceUrban.svn
svn,RTS 1,RTS1Srbija.svn
svn,Baby TV,BabyTV.svn
svn,Bloomberg EU,Bloomberg.svn
svn,Z1 Televizija,Z1.svn
svn,Dusk TV,DuskTV.svn
svn,TV SLO 1,Slo1.svn
svn,Playboy TV,PlayboyTV.svn
svn,Orlando Kids,OrlandoKids.svn
svn,BBC World,BBCWorld.svn
svn,FOX Movies,FOXmovies.svn
svn,Vitel,Vitel.svn
svn,KCN 3,KCN3.svn
svn,Russia Today,RussiaToday.svn
svn,Super RTL,SuperRTL.svn
svn,Pink Ekstra,PinkExtra.svn
svn,Sky News,SkyNews.svn
svn,Travel Channel SD/HD,TravelChannel.svn
svn,Disney XD,DisneyXD.svn
svn,VH1 Classic,VH1Classic.svn
svn,Rete 4,Rete4.svn
svn,HBO 3,HBO3hd.svn
svn,Pink Reality,PinkReality.svn
svn,History Channel HD,HistoryChn.svn
svn,Pink Plus,PinkPlus.svn
svn,Travel XP,TravelXP.svn
svn,JimJam,JimJam.svn
svn,RT Crna Gora,RTCrnaGora.svn
svn,RTL Living Hrvatska,RTLLiving.svn
svn,Minimax,MINIMAX.svn
svn,Trace Sport,TraceSport.svn
svn,Sundance TV,SundanceTV.svn
svn,MTV Hits,MTVHits.svn
svn,RTL Passion,RTLPassion.svn
svn,KCN 1,KCN1.svn
svn,Hrt 2,HRT2.svn
svn,Discovery Channel,Discovery.svn
svn,Boomerang,Boomerang.svn
svn,Sport 1,Sport1.svn
svn,RTS 2,RTS2Srbija.svn
svn,FTV,FederalnaTV.svn
svn,TV Sitel,TVSitel.svn
svn,Golica TV,GolicaTV.svn
svn,Eurosport,Eurosport1.svn
svn,ORF 2,ORF2.svn
svn,Hrt 2,HRT3.svn
svn,Fashion TV,FashionTV.svn
svn,RTL Crime Hrvatska,RTLCrime.svn
svn,Discovery Science HD,DiscoveryScience.svn
svn,RTL,RTLNEMCIJA.svn
svn,Discovery ID Xtra HD,DiscoveryIDXtra.svn
svn,Exodus TV,ExodusTV.svn
svn,National Geographic Wild HD,NGCwild.svn
svn,Al Jazeera Balkans,AlJazeeraBalkans.svn
svn,Sportklub 4,Sportklub4.svn
svn,ZDF,ZDF.svn
svn,Viasat Nature,ViasatNature.svn
svn,MTV Hits,MTVHD.svn
svn,DM Sat,DMSat.svn
svn,Sportklub 3,Sportklub3.svn
svn,Šport TV 3,SportTV3.svn
svn,Sportklub 5,Sportklub5.svn
svn,24Kitchen,24Kitchen.svn
svn,Pikaboo,Pikaboo.svn
svn,Šport TV 1,SportTV1.svn
svn,Pink Zabava,PinkZabava.svn
svn,National Geographic,NGC.svn
svn,TV Idea,TVIdea.svn
svn,Cinestar Action/Thriller,CinestarActionThriller.svn
svn,RTS Maribor,RTSMaribor.svn
svn,HRT 4,HRT4.svn
svn,CNN,CNNInternational.svn
svn,Oto HD,POPOTO.svn
svn,Zdrava TV,ZdravaTV.svn
svn,TV5 Monde,TV5Monde.svn
svn,Pink SI,PinkSI.svn
svn,ARD,ARD.svn
tr,TRT AVAZ,TRTAVAZ.tr
tr,MTV Live HD,MTVLiveHD.tr
tr,TVNET,TVNET.tr
tr,MovieSmart Classic HD,MovieSmartClassic.tr
tr,Mezzo,Mezzo.tr
tr,TRT Okul,TRTOkul.tr
tr,TRT SPOR,TRTSPOR.tr
tr,TRT 1,TRT1.tr
tr,Animal Planet,AnimalPlanet.tr
tr,MovieSmart Gold HD,MovieSmartGold.tr
tr,FB TV,FBTV.tr
tr,NTV Spor,NTVSpor.tr
tr,beIN MOVIES STARS,beINMOVIESSTARS.tr
tr,Kanal 7,Kanal7.tr
tr,beIN İZ,beINIZ.tr
tr,Kanal B,KanalB.tr
tr,Disney Junior,DisneyJunior.tr
tr,beIN GURME,beINGURME.tr
tr,National Geographic,NationalGeographic.tr
tr,Disney Channel,DisneyChannel.tr
tr,MovieSmart Action HD,MovieSmartAction.tr
tr,beIN SERIES SCI-FI,beINSERIESSCI-FI.tr
tr,beIN SPORTS HABER,beINSPORTSHABER.tr
tr,24,24.tr
tr,beIN MOVIES FESTIVAL,beINMOVIESFESTIVAL.tr
tr,beIN HOME & ENTERTAINMENT,beINHOMEandENTERTAINMENT.tr
tr,beIN MOVIES PREMIERE,beINMOVIESPREMIERE.tr
tr,ID X,IDX.tr
tr,Baby TV,BabyTV.tr
tr,Al Quran Al Kareem TV,AlQuranAlKareemTV.tr
tr,ATV,ATV.tr
tr,Cartoon Network,CartoonNetwork.tr
tr,MovieSmart Premium HD,MovieSmartPremium.tr
tr,Smart Spor 2,Smartspor2.tr
tr,Discovery Showcase HD,DiscoveryShowcase.tr
tr,beIN MOVIES COMEDY,beINMOVIESCOMEDY.tr
tr,beIN MOVIES TURK,beINMOVIESTURK.tr
tr,Smart Spor,SmartSpor.tr
tr,beIN SPORTS 1,beINSPORTS1.tr
tr,Discovery,Discovery.tr
tr,MTV,MTV.tr
tr,beIN SPORTS MAX 2,beINSPORTSMAX2.tr
tr,beIN SPORTS 2,beINSPORTS2.tr
tr,NTV,NTV.tr
tr,E! Entertainment,EEntertainment.tr
tr,Disney XD,DisneyXD.tr
tr,beIN SERIES COMEDY,beINSERIESCOMEDY.tr
tr,TRT Kurdi,TRTKurdi.tr
tr,TGRT Haber,TGRTHaber.tr
tr,TV8,TV8.tr
tr,beIN MOVIES FAMILY,beINMOVIESFAMILY.tr
tr,TivibuSpor 2,TivibuSpor2.tr
tr,Nat Geo Wild,NatGeoWild.tr
tr,TRT 3 Spor,TRT3Spor.tr
tr,TivibuSpor,TivibuSpor.tr
tr,beIN MOVIES ACTION,beINMOVIESACTION.tr
tr,beIN BOX OFFICE 2,beINBOXOFFICE2.tr
tr,MovieSmart Platin 2 HD,MovieSmartPlatin2.tr
tr,STAR TV,STARTV.tr
tr,TRT Çocuk,TRTCocuk.tr
tr,TRT Haber,TRTHaber.tr
tr,beIN MOVIES ACTION 2,beINMOVIESACTION2.tr
tr,History,History.tr
tr,"TV 8,5","TV8,5.tr"
tr,Sports TV,SportsTV.tr
tr,HABERTURK,HABERTURK.tr
tr,Nickelodeon,Nickelodeon.tr
tr,MovieSmart Türk HD,MovieSmartTurk.tr
tr,360,360.tr
tr,Show,Show.tr
tr,Ülke TV,UlkeTV.tr
tr,beIN BOX OFFICE 1,beINBOXOFFICE1.tr
tr,MinikaGO,MinikaGO.tr
tr,TLC,TLC.tr
tr,beIN SERIES VICE,beINSERIESVICE.tr
tr,beIN SPORTS 4,beINSPORTS4.tr
tr,beIN BOX OFFICE 3,beINBOXOFFICE3.tr
tr,A Spor,ASpor.tr
tr,MovieSmart Platin HD,MovieSmartPlatin.tr
tr,Teve2,Teve2.tr
tr,MovieSmart Family HD,MovieSmartFamily.tr
tr,Fox Sports,FoxSports.tr
tr,beIN SPORTS MAX 1,beINSPORTSMAX1.tr
tr,MTV Hits,MTVHits.tr
tr,Eurosport,Eurosport.tr
tr,Discovery Science,DiscoveryScience.tr
tr,beIN SPORTS 3,beINSPORTS3.tr
tr,TivibuSpor 3,TivibuSpor3.tr
tr,TivibuSpor 4,TivibuSpor4.tr
tr,Nat Geo People,NatGeoPeople.tr
tr,Al Sunnah Al Nabawiyah TV,AlSunnahAlNabawiyahTV.tr
tr,beIN SERIES DRAMA,beINSERIESDRAMA.tr
tr,beIN MOVIES PREMIERE 2,beINMOVIESPREMIERE2.tr
tr,A Haber,AHaber.tr
tr,Eurosport 2,Eurosport2.tr
tr,MovieSmart Fest HD,MovieSmartFest.tr
tr,Fox,Fox.tr
tr,TRT Al Arabiya,TRTAlArabiya.tr
tr,MCM Top,MCMTop.tr
tr,MovieSmart Premium 2 HD,MovieSmartPremium2.tr
tr,TRT Belgesel,TRTBelgesel.tr
tr,TRT Müzik,TRTMuzik.tr
tr,TRT TURK,TRTTURK.tr
uk,EWTN Catholic,EWTNCatholic.uk
uk,TCM,TCM.uk
uk,Sky Sports 2,SkySports2.uk
uk,Sky Sports News,SkySportsNews.uk
uk,5STAR +1,5starplus1.uk
uk,ITV Central+1,ITV1CentralPlus1.uk
uk,MTV Live HD,MTVLiveHD.uk
uk,G.O.L.D.,GOLD.uk
uk,Sky Cinema Hits,SkyCinemaHits.uk
uk,Food Network +1,FoodNetworkPlus1.uk
uk,Music India,MusicIndia.uk
uk,Real Lives,RealLives.uk
uk,PTV Global,PTVGlobal.uk
uk,BBC 1 HD,BBCOneHD.uk
uk,Made in Birmingham,MadeinBirmingham.uk
uk,BuzMuzik,BuzMuzik.uk
uk,BoxNation,BoxNation.uk
uk,Sony Movie Channel +1,SonyMoviesplus1.uk
uk,Sky Box Office,SkyBoxOffice.uk
uk,Disney Junior +1,DisneyJuniorPlus1.uk
uk,Cartoon Network +1,CartoonNetworkPlus1.uk
uk,Lamhe,Lamhe.uk
uk,Kix Power,KixPower.uk
uk,Gems TV,GemsTV.uk
uk,FX+,FXplus.uk
uk,ITV Encore,ITVEncore.uk
uk,Nickelodeon,Nickelodeon.uk
uk,Discovery Turbo,DiscoveryTurbo.uk
uk,Islam TV Urdu,IslamTVUrdu.uk
uk,Heart TV,HeartTV.uk
uk,Dave Ja Vu,DaveJaVu.uk
uk,CH NINE UK,CH9UK.uk
uk,Pop,pop.uk
uk,Sky Movies Modern Greats,SkyMoviesModernGreats.uk
uk,Star Life OK,StarLifeOK.uk
uk,STV North,STVNorth.uk
uk,Sky Movies Comedy,SkyMoviesComedy.uk
uk,Star Life,StarOne.uk
uk,Sony Crime Channel +1,SonyCrimeChannelPlus1.uk
uk,Channel 4,Channel4.uk
uk,GOLD +1,GOLDPlus1.uk
uk,BBC 1 East Midlands,BBC1EastMidlands.uk
uk,QVC Style,QVCStyle.uk
uk,Vintage TV,VintageTV.uk
uk,Made in Liverpool,MadeinLiverpool.uk
uk,Zee Punjabi,ZeePunjabi.uk
uk,Zing,Zing.uk
uk,Property +2,PropertyPlus2.uk
uk,Channel AKA,ChannelAka.uk
uk,Universal Channel,Universal.uk
uk,ARISE News,ARISENews.uk
uk,YourTV,YourTV.uk
uk,Discovery History,DiscoveryHistory.uk
uk,Chart Show TV,ChartShow.uk
uk,bid,bid.uk
uk,At The Races,AtTheRaces.uk
uk,Home +1,Homeplus1.uk
uk,Diverse,Diverse.uk
uk,BBC 1 London,BBC1London.uk
uk,DMAX,DiscoveryDMAX.uk
uk,Movies4Men,Movies4Men.uk
uk,EWTN,EWTN.uk
uk,ITV YTV,ITV1Yorkshire.uk
uk,ShowBiz TV +1,ShowBizTVplus1.uk
uk,MUTV,MUTV.uk
uk,Propeller TV,PropellerTV.uk
uk,Good Food,GoodFood.uk
uk,BBC Alba,BBCAlba.uk
uk,stvEdinburgh,STVEdinburgh.uk
uk,NDTV 24×7,NDTV.uk
uk,Sky Arts1,SkyArts1.uk
uk,Greatest Hits,GreatestHits.uk
uk,Showcase,Showcase.uk
uk,Disney Channel +1,Disneyplus1.uk
uk,FOX News,FOXNews.uk
uk,eNCA Africa,eNCAAfrica.uk
uk,Channel 5,Channel5.uk
uk,Lifetime,Lifetime.uk
uk,Star Gold,StarGold.uk
uk,NOW Music,NOWMusic.uk
uk,Pick +1,PickTVPlus1.uk
uk,CBS Drama,CBSDrama.uk
uk,Capital TV,CapitalTV.uk
uk,BET +1,BET1.uk
uk,Sony Movie Channel,SonyMovies.uk
uk,Kiss TV,KissTV.uk
uk,Sky Movies Family,SkyMoviesFamily.uk
uk,Watch +1,WatchPlus1.uk
uk,MTV Music +1,MTVMusicPlus1.uk
uk,ITV Tynes Tees +1,ITV1TyneTeesPlus1.uk
uk,MTV Rocks,MTVRocks.uk
uk,Abu Dhabi TV,AbuDhabiTV.uk
uk,Eden,Eden.uk
uk,Wellbeing,Wellbeing.uk
uk,MTV Trax,MTVtrax.uk
uk,Sky Arts2,SkyArts2.uk
uk,Channel 5 +1,Channel5plus1.uk
uk,Channel S TV,CHSTV.uk
uk,Dave,Dave.uk
uk,Discovery DMAX +2,DiscoveryDMAXPlus2.uk
uk,Sky Arts 1 HD,SkyArts1HD.uk
uk,AMC,AMC.uk
uk,Property Show,Property.uk
uk,Sky Movies Sci-Fi and Horror,SkySciFiHorror.uk
uk,Sky Movies Select,SkyMoviesIndie.uk
uk,Food Network,FoodNetwork.uk
uk,DCTV.ie,DCTV
uk,Oireachtas TV,OireachtasTV.uk
uk,Sky Sports Mix,SkySportsMix.uk
uk,Home & Leisure,HomeLeisure.uk
uk,FilmOn.TV,FilmOn.TV.uk
uk,MTV Music,MTVMusic.uk
uk,Home,Home.uk
uk,Sky Sports 3,SkySports3.uk
uk,SONY MAX,SonyMax.uk
uk,BT Sports 3,BTSport3.uk
uk,Africa Channel,AfricaChannel.uk
uk,S4C,S4C.uk
uk,E4,E4.uk
uk,TG4,tg4.rte.ie
uk,UPC Customer Channel,CustomerChannel.ie
uk,BBC 1,BBC1.uk
uk,ARY News,ARYNews.uk
uk,Movies24+,MoviesTwentyFourPlus.uk
uk,Russia Today,RussiaToday.uk
uk,Zee Cinema,ZeeCinema.uk
uk,PTV Prime,PTVPrime.uk
uk,True Movies,TrueMovies.uk
uk,Psychic Today,PsychicToday.uk
uk,SONY SAB,SONYSAB.uk
uk,BabyTV,BabyTV.uk
uk,The Vault,TheVault.uk
uk,Sky2,Sky2.uk
uk,E4 +1,E4plus1.uk
uk,Drama,Drama.uk
uk,Animal Planet +1,AnimalPlanetplus1.uk
uk,SyFy,SCIFI.uk
uk,Boomerang,Boomerang.uk
uk,UMP Movies,UMPMovies.uk
uk,Real Lives+1,RealLivesPlus1.uk
uk,Pop +1,PopPlus1.uk
uk,travelchannel +1,TravelChannelPlus1.uk
uk,Nat Geo Wild,NatGeoWild.uk
uk,TRTE,TRTE.ie
uk,H2,H2.uk
uk,Angling TV,AnglingTV.uk
uk,ITV Granada,ITV1Granada.uk
uk,Kix!,Kix.uk
uk,Sky Sports 5 ROI,SkySports5.ie
